kafka-1  | ===> User
kafka-1  | [2025-09-15 16:59:18,564] INFO [LogLoader partition=__remote_log_metadata-26, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,564] INFO Created log for partition __remote_log_metadata-26 in /tmp/kafka-logs/__remote_log_metadata-26 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,564] INFO [Partition __remote_log_metadata-26 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-26 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,565] INFO [Partition __remote_log_metadata-26 broker=1] Log loaded for partition __remote_log_metadata-26 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,574] INFO [LogLoader partition=__remote_log_metadata-22, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,575] INFO Created log for partition __remote_log_metadata-22 in /tmp/kafka-logs/__remote_log_metadata-22 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,575] INFO [Partition __remote_log_metadata-22 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-22 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,575] INFO [Partition __remote_log_metadata-22 broker=1] Log loaded for partition __remote_log_metadata-22 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,584] INFO [LogLoader partition=__remote_log_metadata-34, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,585] INFO Created log for partition __remote_log_metadata-34 in /tmp/kafka-logs/__remote_log_metadata-34 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,585] INFO [Partition __remote_log_metadata-34 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-34 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,585] INFO [Partition __remote_log_metadata-34 broker=1] Log loaded for partition __remote_log_metadata-34 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,598] INFO [LogLoader partition=__remote_log_metadata-1, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,598] INFO Created log for partition __remote_log_metadata-1 in /tmp/kafka-logs/__remote_log_metadata-1 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,598] INFO [Partition __remote_log_metadata-1 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-1 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,598] INFO [Partition __remote_log_metadata-1 broker=1] Log loaded for partition __remote_log_metadata-1 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,611] INFO [LogLoader partition=__remote_log_metadata-30, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,612] INFO Created log for partition __remote_log_metadata-30 in /tmp/kafka-logs/__remote_log_metadata-30 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,612] INFO [Partition __remote_log_metadata-30 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-30 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,612] INFO [Partition __remote_log_metadata-30 broker=1] Log loaded for partition __remote_log_metadata-30 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,626] INFO [LogLoader partition=__remote_log_metadata-44, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,627] INFO Created log for partition __remote_log_metadata-44 in /tmp/kafka-logs/__remote_log_metadata-44 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,627] INFO [Partition __remote_log_metadata-44 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-44 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,627] INFO [Partition __remote_log_metadata-44 broker=1] Log loaded for partition __remote_log_metadata-44 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,637] INFO [LogLoader partition=__remote_log_metadata-11, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,638] INFO Created log for partition __remote_log_metadata-11 in /tmp/kafka-logs/__remote_log_metadata-11 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,638] INFO [Partition __remote_log_metadata-11 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-11 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,638] INFO [Partition __remote_log_metadata-11 broker=1] Log loaded for partition __remote_log_metadata-11 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,647] INFO [LogLoader partition=__remote_log_metadata-40, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,647] INFO Created log for partition __remote_log_metadata-40 in /tmp/kafka-logs/__remote_log_metadata-40 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,647] INFO [Partition __remote_log_metadata-40 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-40 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,647] INFO [Partition __remote_log_metadata-40 broker=1] Log loaded for partition __remote_log_metadata-40 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,657] INFO [LogLoader partition=__remote_log_metadata-7, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,657] INFO Created log for partition __remote_log_metadata-7 in /tmp/kafka-logs/__remote_log_metadata-7 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,657] INFO [Partition __remote_log_metadata-7 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-7 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,657] INFO [Partition __remote_log_metadata-7 broker=1] Log loaded for partition __remote_log_metadata-7 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,670] INFO [LogLoader partition=__remote_log_metadata-19, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,670] INFO Created log for partition __remote_log_metadata-19 in /tmp/kafka-logs/__remote_log_metadata-19 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,670] INFO [Partition __remote_log_metadata-19 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-19 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,671] INFO [Partition __remote_log_metadata-19 broker=1] Log loaded for partition __remote_log_metadata-19 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,685] INFO [LogLoader partition=__remote_log_metadata-48, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,685] INFO Created log for partition __remote_log_metadata-48 in /tmp/kafka-logs/__remote_log_metadata-48 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,686] INFO [Partition __remote_log_metadata-48 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-48 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,686] INFO [Partition __remote_log_metadata-48 broker=1] Log loaded for partition __remote_log_metadata-48 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,701] INFO [LogLoader partition=__remote_log_metadata-15, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,701] INFO Created log for partition __remote_log_metadata-15 in /tmp/kafka-logs/__remote_log_metadata-15 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,702] INFO [Partition __remote_log_metadata-15 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-15 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,702] INFO [Partition __remote_log_metadata-15 broker=1] Log loaded for partition __remote_log_metadata-15 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,710] INFO [LogLoader partition=__remote_log_metadata-27, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,710] INFO Created log for partition __remote_log_metadata-27 in /tmp/kafka-logs/__remote_log_metadata-27 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,710] INFO [Partition __remote_log_metadata-27 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-27 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,710] INFO [Partition __remote_log_metadata-27 broker=1] Log loaded for partition __remote_log_metadata-27 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,721] INFO [LogLoader partition=__remote_log_metadata-23, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,722] INFO Created log for partition __remote_log_metadata-23 in /tmp/kafka-logs/__remote_log_metadata-23 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,722] INFO [Partition __remote_log_metadata-23 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-23 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,722] INFO [Partition __remote_log_metadata-23 broker=1] Log loaded for partition __remote_log_metadata-23 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,734] INFO [LogLoader partition=__remote_log_metadata-35, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,735] INFO Created log for partition __remote_log_metadata-35 in /tmp/kafka-logs/__remote_log_metadata-35 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,735] INFO [Partition __remote_log_metadata-35 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-35 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,735] INFO [Partition __remote_log_metadata-35 broker=1] Log loaded for partition __remote_log_metadata-35 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,749] INFO [LogLoader partition=__remote_log_metadata-2, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,749] INFO Created log for partition __remote_log_metadata-2 in /tmp/kafka-logs/__remote_log_metadata-2 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,749] INFO [Partition __remote_log_metadata-2 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-2 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,749] INFO [Partition __remote_log_metadata-2 broker=1] Log loaded for partition __remote_log_metadata-2 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,764] INFO [LogLoader partition=__remote_log_metadata-31, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,765] INFO Created log for partition __remote_log_metadata-31 in /tmp/kafka-logs/__remote_log_metadata-31 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,765] INFO [Partition __remote_log_metadata-31 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-31 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,765] INFO [Partition __remote_log_metadata-31 broker=1] Log loaded for partition __remote_log_metadata-31 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,774] INFO [LogLoader partition=__remote_log_metadata-12, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,774] INFO Created log for partition __remote_log_metadata-12 in /tmp/kafka-logs/__remote_log_metadata-12 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,775] INFO [Partition __remote_log_metadata-12 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-12 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,775] INFO [Partition __remote_log_metadata-12 broker=1] Log loaded for partition __remote_log_metadata-12 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,787] INFO [LogLoader partition=__remote_log_metadata-41, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,787] INFO Created log for partition __remote_log_metadata-41 in /tmp/kafka-logs/__remote_log_metadata-41 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,787] INFO [Partition __remote_log_metadata-41 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-41 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,787] INFO [Partition __remote_log_metadata-41 broker=1] Log loaded for partition __remote_log_metadata-41 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,800] INFO [LogLoader partition=__remote_log_metadata-8, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,801] INFO Created log for partition __remote_log_metadata-8 in /tmp/kafka-logs/__remote_log_metadata-8 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,801] INFO [Partition __remote_log_metadata-8 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-8 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,801] INFO [Partition __remote_log_metadata-8 broker=1] Log loaded for partition __remote_log_metadata-8 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,815] INFO [LogLoader partition=__remote_log_metadata-37, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,815] INFO Created log for partition __remote_log_metadata-37 in /tmp/kafka-logs/__remote_log_metadata-37 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,815] INFO [Partition __remote_log_metadata-37 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-37 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,815] INFO [Partition __remote_log_metadata-37 broker=1] Log loaded for partition __remote_log_metadata-37 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,830] INFO [LogLoader partition=__remote_log_metadata-20, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,830] INFO Created log for partition __remote_log_metadata-20 in /tmp/kafka-logs/__remote_log_metadata-20 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,831] INFO [Partition __remote_log_metadata-20 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-20 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,831] INFO [Partition __remote_log_metadata-20 broker=1] Log loaded for partition __remote_log_metadata-20 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,839] INFO [LogLoader partition=__remote_log_metadata-49, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,839] INFO Created log for partition __remote_log_metadata-49 in /tmp/kafka-logs/__remote_log_metadata-49 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,839] INFO [Partition __remote_log_metadata-49 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-49 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,839] INFO [Partition __remote_log_metadata-49 broker=1] Log loaded for partition __remote_log_metadata-49 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,850] INFO [LogLoader partition=__remote_log_metadata-16, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,850] INFO Created log for partition __remote_log_metadata-16 in /tmp/kafka-logs/__remote_log_metadata-16 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,851] INFO [Partition __remote_log_metadata-16 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-16 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,851] INFO [Partition __remote_log_metadata-16 broker=1] Log loaded for partition __remote_log_metadata-16 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,862] INFO [LogLoader partition=__remote_log_metadata-45, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,863] INFO Created log for partition __remote_log_metadata-45 in /tmp/kafka-logs/__remote_log_metadata-45 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,863] INFO [Partition __remote_log_metadata-45 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-45 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,863] INFO [Partition __remote_log_metadata-45 broker=1] Log loaded for partition __remote_log_metadata-45 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,877] INFO [LogLoader partition=__remote_log_metadata-28, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,877] INFO Created log for partition __remote_log_metadata-28 in /tmp/kafka-logs/__remote_log_metadata-28 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,877] INFO [Partition __remote_log_metadata-28 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-28 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,877] INFO [Partition __remote_log_metadata-28 broker=1] Log loaded for partition __remote_log_metadata-28 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,891] INFO [LogLoader partition=__remote_log_metadata-24, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,891] INFO Created log for partition __remote_log_metadata-24 in /tmp/kafka-logs/__remote_log_metadata-24 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,891] INFO [Partition __remote_log_metadata-24 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-24 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,891] INFO [Partition __remote_log_metadata-24 broker=1] Log loaded for partition __remote_log_metadata-24 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,900] INFO [LogLoader partition=__remote_log_metadata-36, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,900] INFO Created log for partition __remote_log_metadata-36 in /tmp/kafka-logs/__remote_log_metadata-36 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,900] INFO [Partition __remote_log_metadata-36 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-36 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,900] INFO [Partition __remote_log_metadata-36 broker=1] Log loaded for partition __remote_log_metadata-36 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,911] INFO [LogLoader partition=__remote_log_metadata-3, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,912] INFO Created log for partition __remote_log_metadata-3 in /tmp/kafka-logs/__remote_log_metadata-3 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,912] INFO [Partition __remote_log_metadata-3 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-3 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,912] INFO [Partition __remote_log_metadata-3 broker=1] Log loaded for partition __remote_log_metadata-3 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,923] INFO [LogLoader partition=__remote_log_metadata-32, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:18,924] INFO Created log for partition __remote_log_metadata-32 in /tmp/kafka-logs/__remote_log_metadata-32 with properties {cleanup.policy=delete, remote.storage.enable=false, retention.ms=-1} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:18,924] INFO [Partition __remote_log_metadata-32 broker=1] No checkpointed highwatermark is found for partition __remote_log_metadata-32 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,924] INFO [Partition __remote_log_metadata-32 broker=1] Log loaded for partition __remote_log_metadata-32 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:18,941] INFO [DynamicConfigPublisher broker id=1] Updating topic __remote_log_metadata with new configuration : cleanup.policy -> delete,remote.storage.enable -> false,retention.ms -> -1 (kafka.server.metadata.DynamicConfigPublisher)
kafka-1  | [2025-09-15 16:59:22,882] INFO Sent auto-creation request for Set(__consumer_offsets) to the active controller. (kafka.server.DefaultAutoTopicCreationManager)
kafka-1  | [2025-09-15 16:59:22,912] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set(__consumer_offsets-13, __consumer_offsets-46, __consumer_offsets-9, __consumer_offsets-42, __consumer_offsets-21, __consumer_offsets-17, __consumer_offsets-30, __consumer_offsets-26, __consumer_offsets-5, __consumer_offsets-38, __consumer_offsets-1, __consumer_offsets-34, __consumer_offsets-16, __consumer_offsets-45, __consumer_offsets-12, __consumer_offsets-41, __consumer_offsets-24, __consumer_offsets-20, __consumer_offsets-49, __consumer_offsets-0, __consumer_offsets-29, __consumer_offsets-25, __consumer_offsets-8, __consumer_offsets-37, __consumer_offsets-4, __consumer_offsets-33, __consumer_offsets-15, __consumer_offsets-48, __consumer_offsets-11, __consumer_offsets-44, __consumer_offsets-23, __consumer_offsets-19, __consumer_offsets-32, __consumer_offsets-28, __consumer_offsets-7, __consumer_offsets-40, __consumer_offsets-3, __consumer_offsets-36, __consumer_offsets-47, __consumer_offsets-14, __consumer_offsets-43, __consumer_offsets-10, __consumer_offsets-22, __consumer_offsets-18, __consumer_offsets-31, __consumer_offsets-27, __consumer_offsets-39, __consumer_offsets-6, __consumer_offsets-35, __consumer_offsets-2) (kafka.server.ReplicaFetcherManager)
kafka-1  | [2025-09-15 16:59:22,914] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:22,915] INFO Created log for partition __consumer_offsets-13 in /tmp/kafka-logs/__consumer_offsets-13 with properties {cleanup.policy=compact, compression.type="producer", segment.bytes=104857600} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:22,915] INFO [Partition __consumer_offsets-13 broker=1] No checkpointed highwatermark is found for partition __consumer_offsets-13 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:22,915] INFO [Partition __consumer_offsets-13 broker=1] Log loaded for partition __consumer_offsets-13 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:22,930] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:22,930] INFO Created log for partition __consumer_offsets-46 in /tmp/kafka-logs/__consumer_offsets-46 with properties {cleanup.policy=compact, compression.type="producer", segment.bytes=104857600} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:22,930] INFO [Partition __consumer_offsets-46 broker=1] No checkpointed highwatermark is found for partition __consumer_offsets-46 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:22,931] INFO [Partition __consumer_offsets-46 broker=1] Log loaded for partition __consumer_offsets-46 with initial high watermark 0 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:22,948] INFO [LogLoader partition=__consumer_offsets-9, dir=/tmp/kafka-logs] Loading producer state till offset 0 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka-1  | [2025-09-15 16:59:22,948] INFO Created log for partition __consumer_offsets-9 in /tmp/kafka-logs/__consumer_offsets-9 with properties {cleanup.policy=compact, compression.type="producer", segment.bytes=104857600} (kafka.log.LogManager)
kafka-1  | [2025-09-15 16:59:22,948] INFO [Partition __consumer_offsets-9 broker=1] No checkpointed highwatermark is found for partition __consumer_offsets-9 (kafka.cluster.Partition)
kafka-1  | [2025-09-15 16:59:22,948] INFO [Partition __consumer_offsets-9 broker=1] Log loaded for partition __consumer_offsets-9 with initial high watermark 0 (kafka.cluster.Partition)
