Hello, World!33333333333333333333333333333333333333333333333333333333333333333
====--PcapFileProcess  fname:/home/avorovich/pcap/rp_tap0.pcap
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58796-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58848-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48528-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58824-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39634-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58862-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39656-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48556-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58734-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:50974-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48686-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48700-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39650-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48496-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58764-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58682-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48518-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:50974-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58700-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48470-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58696-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48540-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48554-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39658-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58810-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:42332-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39658-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48618-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58780-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58842-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48718-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48634-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58760-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58746-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:48552-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48672-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:58904-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48588-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48482-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48480-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:40110-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.71:48530-192.168.110.51:1096
tcp_pair req for the rsp not found  tcp_pair_key_rev:192.168.110.61:39624-192.168.110.51:1096
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:15
frame stats  tcp_pair_key:192.168.110.61:41072-192.168.110.51:1096  frame_count:197  syn_count:0  fin_count:0  rst_count:1  isn:001979239428  "seq_gap_pos_count %":0.0757576  "seq_gap_neg_count %":0
kafka stats  kafka_count:196  kafka_len_tot:000000025080  tcp_payload_len_tot:000000025080  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:consumer-sub-000-nOkgFv0-7
kafka_non_ack_count:109  pct_non_ack!!!:0.553299
kafka req  list  
kafka stats  kafka_count:133  kafka_len_tot:000000015910  tcp_payload_len_tot:000000015910  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:145  iframe:240040
kafka_corr_id:410  iframe:345607
kafka_corr_id:508  iframe:394566
kafka_corr_id:525  iframe:394775
kafka_corr_id:526  iframe:395202
kafka_corr_id:572  iframe:416439
kafka_corr_id:597  iframe:418229
kafka_corr_id:664  iframe:436217
kafka_corr_id:712  iframe:457366
kafka_corr_id:713  iframe:457782
kafka_corr_id:734  iframe:464848
kafka_corr_id:735  iframe:464896
kafka_corr_id:763  iframe:474683
kafka_corr_id:786  iframe:484999
kafka_corr_id:789  iframe:486378
kafka_corr_id:798  iframe:490369
kafka_corr_id:860  iframe:517724
kafka_corr_id:888  iframe:528662
kafka_corr_id:901  iframe:531115
kafka_corr_id:912  iframe:532657
kafka_corr_id:963  iframe:546524
kafka_corr_id:994  iframe:565125
kafka_corr_id:996  iframe:565608
kafka_corr_id:1055  iframe:615004
kafka_corr_id:1056  iframe:615152
kafka_corr_id:1057  iframe:615398
kafka_corr_id:1058  iframe:615532
kafka_corr_id:1118  iframe:644524
kafka_corr_id:1120  iframe:646055
kafka_corr_id:1125  iframe:646434
kafka_corr_id:1134  iframe:664496
kafka_corr_id:1135  iframe:664651
kafka_corr_id:1148  iframe:684113
kafka_corr_id:1171  iframe:698289
kafka_corr_id:1201  iframe:701221
kafka_corr_id:1232  iframe:702927
kafka_corr_id:1234  iframe:704022
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:233
frame stats  tcp_pair_key:192.168.110.71:42596-192.168.110.51:1096  frame_count:1716  syn_count:1  fin_count:0  rst_count:0  isn:003326259042  "seq_gap_pos_count %":0.135702  "seq_gap_neg_count %":0
kafka stats  kafka_count:135  kafka_len_tot:000059924803  tcp_payload_len_tot:000083542801  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-7
kafka_non_ack_count:6  pct_non_ack!!!:0.0441176
kafka req  list  
kafka_corr_id:6  ack:1  iframe:204993
kafka_corr_id:7  ack:1  iframe:204998
kafka_corr_id:43  ack:1  iframe:215291
kafka_corr_id:45  ack:1  iframe:215412
kafka_corr_id:46  ack:1  iframe:215500
kafka_corr_id:47  ack:1  iframe:215893
kafka_corr_id:48  ack:1  iframe:216090
kafka_corr_id:68  ack:1  iframe:220245
kafka_corr_id:69  ack:1  iframe:220350
kafka_corr_id:74  ack:0  iframe:223582
kafka_corr_id:105  ack:1  iframe:233618
kafka_corr_id:140  ack:1  iframe:240266
kafka_corr_id:147  ack:1  iframe:240858
kafka_corr_id:148  ack:1  iframe:241097
kafka_corr_id:160  ack:1  iframe:242049
kafka_corr_id:161  ack:1  iframe:242377
kafka_corr_id:173  ack:1  iframe:244548
kafka_corr_id:175  ack:1  iframe:244577
kafka_corr_id:209  ack:1  iframe:265735
kafka_corr_id:210  ack:1  iframe:265807
kafka_corr_id:255  ack:1  iframe:269326
kafka_corr_id:262  ack:1  iframe:271160
kafka_corr_id:271  ack:1  iframe:277928
kafka_corr_id:289  ack:1  iframe:281147
kafka_corr_id:301  ack:1  iframe:281899
kafka_corr_id:305  ack:1  iframe:282435
kafka_corr_id:306  ack:1  iframe:282494
kafka_corr_id:307  ack:1  iframe:282542
kafka_corr_id:308  ack:1  iframe:282592
kafka_corr_id:309  ack:1  iframe:282632
kafka_corr_id:310  ack:1  iframe:282688
kafka_corr_id:311  ack:1  iframe:282737
kafka_corr_id:312  ack:1  iframe:282743
kafka_corr_id:313  ack:1  iframe:282772
kafka_corr_id:347  ack:1  iframe:290178
kafka_corr_id:349  ack:1  iframe:290247
kafka_corr_id:353  ack:1  iframe:295931
kafka_corr_id:354  ack:1  iframe:295938
kafka_corr_id:355  ack:1  iframe:295944
kafka_corr_id:356  ack:1  iframe:295983
kafka_corr_id:357  ack:1  iframe:296015
kafka_corr_id:358  ack:1  iframe:296045
kafka_corr_id:360  ack:1  iframe:296146
kafka_corr_id:396  ack:1  iframe:299030
kafka_corr_id:397  ack:1  iframe:299134
kafka_corr_id:467  ack:1  iframe:336180
kafka_corr_id:468  ack:1  iframe:336227
kafka_corr_id:486  ack:1  iframe:337741
kafka_corr_id:487  ack:1  iframe:337842
kafka_corr_id:498  ack:1  iframe:338459
kafka_corr_id:499  ack:1  iframe:338521
kafka_corr_id:508  ack:1  iframe:340395
kafka_corr_id:522  ack:1  iframe:344050
kafka_corr_id:523  ack:0  iframe:344868
kafka_corr_id:525  ack:1  iframe:346749
kafka_corr_id:527  ack:1  iframe:347388
kafka_corr_id:627  ack:1  iframe:385461
kafka_corr_id:634  ack:1  iframe:390960
kafka_corr_id:639  ack:1  iframe:392244
kafka_corr_id:644  ack:1  iframe:392545
kafka_corr_id:645  ack:1  iframe:392550
kafka_corr_id:646  ack:1  iframe:392557
kafka_corr_id:647  ack:1  iframe:392589
kafka_corr_id:824  ack:1  iframe:437514
kafka_corr_id:825  ack:1  iframe:437533
kafka_corr_id:826  ack:1  iframe:437560
kafka_corr_id:827  ack:1  iframe:437568
kafka_corr_id:828  ack:1  iframe:437573
kafka_corr_id:829  ack:1  iframe:437579
kafka_corr_id:830  ack:1  iframe:437585
kafka_corr_id:831  ack:1  iframe:437593
kafka_corr_id:832  ack:1  iframe:437598
kafka_corr_id:833  ack:1  iframe:437603
kafka_corr_id:834  ack:1  iframe:437611
kafka_corr_id:835  ack:1  iframe:437617
kafka_corr_id:836  ack:1  iframe:437622
kafka_corr_id:837  ack:1  iframe:437629
kafka_corr_id:838  ack:1  iframe:437634
kafka_corr_id:839  ack:1  iframe:437641
kafka_corr_id:840  ack:1  iframe:437647
kafka_corr_id:848  ack:1  iframe:438143
kafka_corr_id:849  ack:1  iframe:438165
kafka_corr_id:850  ack:1  iframe:438202
kafka_corr_id:851  ack:1  iframe:438234
kafka_corr_id:852  ack:1  iframe:438259
kafka_corr_id:853  ack:1  iframe:438288
kafka_corr_id:856  ack:1  iframe:438536
kafka_corr_id:891  ack:1  iframe:455967
kafka_corr_id:932  ack:1  iframe:477100
kafka_corr_id:942  ack:1  iframe:477631
kafka_corr_id:945  ack:1  iframe:478301
kafka_corr_id:956  ack:1  iframe:484584
kafka_corr_id:962  ack:1  iframe:491738
kafka_corr_id:963  ack:1  iframe:491799
kafka_corr_id:976  ack:1  iframe:495544
kafka_corr_id:977  ack:1  iframe:495581
kafka_corr_id:978  ack:1  iframe:495718
kafka_corr_id:1009  ack:1  iframe:508097
kafka_corr_id:1010  ack:1  iframe:508120
kafka_corr_id:1011  ack:1  iframe:508146
kafka_corr_id:1020  ack:1  iframe:508813
kafka_corr_id:1022  ack:1  iframe:509105
kafka_corr_id:1026  ack:1  iframe:509370
kafka_corr_id:1053  ack:1  iframe:515932
kafka_corr_id:1054  ack:1  iframe:515991
kafka_corr_id:1079  ack:1  iframe:524396
kafka_corr_id:1080  ack:1  iframe:524967
kafka_corr_id:1081  ack:1  iframe:525312
kafka_corr_id:1082  ack:1  iframe:525337
kafka_corr_id:1089  ack:1  iframe:531418
kafka_corr_id:1103  ack:0  iframe:533241
kafka_corr_id:1113  ack:1  iframe:536265
kafka_corr_id:1114  ack:1  iframe:536549
kafka_corr_id:1117  ack:1  iframe:540408
kafka_corr_id:1145  ack:0  iframe:554822
kafka_corr_id:1186  ack:1  iframe:589920
kafka_corr_id:1190  ack:1  iframe:591550
kafka_corr_id:1191  ack:1  iframe:591601
kafka_corr_id:1196  ack:1  iframe:594128
kafka_corr_id:1217  ack:1  iframe:618217
kafka_corr_id:1237  ack:1  iframe:628760
kafka_corr_id:1302  ack:1  iframe:645324
kafka_corr_id:1312  ack:1  iframe:647137
kafka_corr_id:1316  ack:1  iframe:650012
kafka_corr_id:1318  ack:1  iframe:650038
kafka_corr_id:1320  ack:1  iframe:650059
kafka_corr_id:1337  ack:1  iframe:656059
kafka_corr_id:1343  ack:1  iframe:658350
kafka_corr_id:1349  ack:1  iframe:661108
kafka_corr_id:1351  ack:1  iframe:661114
kafka_corr_id:1353  ack:1  iframe:661129
kafka_corr_id:1357  ack:1  iframe:661315
kafka_corr_id:1378  ack:0  iframe:684418
kafka_corr_id:1384  ack:1  iframe:684828
kafka_corr_id:1386  ack:0  iframe:691835
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:9
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:42596  frame_count:182  syn_count:1  fin_count:0  rst_count:0  isn:000874410856  "seq_gap_pos_count %":0.0491803  "seq_gap_neg_count %":0
kafka stats  kafka_count:181  kafka_len_tot:000000048826  tcp_payload_len_tot:000000048826  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:44  iframe:215380
kafka_corr_id:74  iframe:223576
kafka_corr_id:75  iframe:223912
kafka_corr_id:76  iframe:224175
kafka_corr_id:77  iframe:226829
kafka_corr_id:116  iframe:236490
kafka_corr_id:117  iframe:240162
kafka_corr_id:141  iframe:240314
kafka_corr_id:142  iframe:240348
kafka_corr_id:144  iframe:240477
kafka_corr_id:146  iframe:240663
kafka_corr_id:272  iframe:278256
kafka_corr_id:322  iframe:282911
kafka_corr_id:323  iframe:282973
kafka_corr_id:523  iframe:344733
kafka_corr_id:524  iframe:346682
kafka_corr_id:526  iframe:347303
kafka_corr_id:530  iframe:347567
kafka_corr_id:640  iframe:392466
kafka_corr_id:842  iframe:437664
kafka_corr_id:843  iframe:437725
kafka_corr_id:855  iframe:438462
kafka_corr_id:902  iframe:457361
kafka_corr_id:1027  iframe:509483
kafka_corr_id:1083  iframe:525710
kafka_corr_id:1118  iframe:540576
kafka_corr_id:1145  iframe:554795
kafka_corr_id:1146  iframe:555036
kafka_corr_id:1192  iframe:591779
kafka_corr_id:1200  iframe:596524
kafka_corr_id:1208  iframe:612245
kafka_corr_id:1271  iframe:639206
kafka_corr_id:1273  iframe:639397
kafka_corr_id:1276  iframe:639639
kafka_corr_id:1281  iframe:640004
kafka_corr_id:1283  iframe:640288
kafka_corr_id:1284  iframe:640466
kafka_corr_id:1287  iframe:640854
kafka_corr_id:1288  iframe:641044
kafka_corr_id:1289  iframe:641206
kafka_corr_id:1329  iframe:654612
kafka_corr_id:1339  iframe:657183
kafka_corr_id:1340  iframe:657331
kafka_corr_id:1368  iframe:680613
kafka_corr_id:1369  iframe:680800
kafka_corr_id:1371  iframe:681473
kafka_corr_id:1378  iframe:684384
kafka_corr_id:1379  iframe:684476
kafka_corr_id:1385  iframe:685143
kafka_corr_id:1386  iframe:691800
kafka_corr_id:1387  iframe:691914
kafka_corr_id:1404  iframe:697286
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:162
frame stats  tcp_pair_key:192.168.110.71:42602-192.168.110.51:1096  frame_count:1454  syn_count:1  fin_count:0  rst_count:0  isn:003231504654  "seq_gap_pos_count %":0.11134  "seq_gap_neg_count %":0
kafka stats  kafka_count:86  kafka_len_tot:000061163036  tcp_payload_len_tot:000072284501  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-9
kafka_non_ack_count:12  pct_non_ack!!!:0.137931
kafka req  list  
kafka_corr_id:6  ack:1  iframe:205003
kafka_corr_id:7  ack:1  iframe:205007
kafka_corr_id:29  ack:1  iframe:209006
kafka_corr_id:31  ack:1  iframe:209752
kafka_corr_id:38  ack:1  iframe:211882
kafka_corr_id:62  ack:1  iframe:218129
kafka_corr_id:63  ack:1  iframe:218374
kafka_corr_id:65  ack:1  iframe:218510
kafka_corr_id:76  ack:1  iframe:231054
kafka_corr_id:77  ack:1  iframe:231182
kafka_corr_id:96  ack:1  iframe:237379
kafka_corr_id:97  ack:1  iframe:238179
kafka_corr_id:105  ack:1  iframe:239721
kafka_corr_id:115  ack:1  iframe:242601
kafka_corr_id:116  ack:1  iframe:242685
kafka_corr_id:157  ack:1  iframe:266779
kafka_corr_id:186  ack:1  iframe:269473
kafka_corr_id:246  ack:1  iframe:288985
kafka_corr_id:247  ack:1  iframe:289064
kafka_corr_id:248  ack:1  iframe:289237
kafka_corr_id:252  ack:1  iframe:289505
kafka_corr_id:253  ack:1  iframe:289565
kafka_corr_id:282  ack:1  iframe:303142
kafka_corr_id:284  ack:1  iframe:303550
kafka_corr_id:373  ack:1  iframe:332595
kafka_corr_id:385  ack:1  iframe:335761
kafka_corr_id:386  ack:1  iframe:335951
kafka_corr_id:405  ack:1  iframe:342879
kafka_corr_id:406  ack:1  iframe:342985
kafka_corr_id:428  ack:1  iframe:366259
kafka_corr_id:429  ack:1  iframe:366421
kafka_corr_id:430  ack:1  iframe:366424
kafka_corr_id:431  ack:1  iframe:366428
kafka_corr_id:433  ack:1  iframe:366482
kafka_corr_id:441  ack:1  iframe:370826
kafka_corr_id:445  ack:1  iframe:371043
kafka_corr_id:446  ack:1  iframe:371133
kafka_corr_id:521  ack:1  iframe:411258
kafka_corr_id:537  ack:1  iframe:412477
kafka_corr_id:539  ack:1  iframe:412563
kafka_corr_id:547  ack:1  iframe:414300
kafka_corr_id:549  ack:1  iframe:414352
kafka_corr_id:615  ack:1  iframe:440135
kafka_corr_id:627  ack:1  iframe:442366
kafka_corr_id:634  ack:1  iframe:447040
kafka_corr_id:665  ack:1  iframe:471224
kafka_corr_id:666  ack:1  iframe:471324
kafka_corr_id:673  ack:1  iframe:471792
kafka_corr_id:674  ack:1  iframe:471847
kafka_corr_id:690  ack:1  iframe:473050
kafka_corr_id:723  ack:1  iframe:477157
kafka_corr_id:842  ack:1  iframe:484479
kafka_corr_id:843  ack:1  iframe:485087
kafka_corr_id:845  ack:1  iframe:486131
kafka_corr_id:869  ack:1  iframe:491809
kafka_corr_id:870  ack:1  iframe:491958
kafka_corr_id:969  ack:1  iframe:537900
kafka_corr_id:970  ack:1  iframe:538035
kafka_corr_id:982  ack:1  iframe:542395
kafka_corr_id:989  ack:1  iframe:547745
kafka_corr_id:991  ack:1  iframe:549690
kafka_corr_id:992  ack:1  iframe:549795
kafka_corr_id:1009  ack:1  iframe:553372
kafka_corr_id:1015  ack:1  iframe:560141
kafka_corr_id:1036  ack:1  iframe:567511
kafka_corr_id:1037  ack:1  iframe:567522
kafka_corr_id:1038  ack:1  iframe:567580
kafka_corr_id:1049  ack:1  iframe:568789
kafka_corr_id:1051  ack:1  iframe:568862
kafka_corr_id:1060  ack:1  iframe:580517
kafka_corr_id:1061  ack:1  iframe:580650
kafka_corr_id:1070  ack:0  iframe:587091
kafka_corr_id:1083  ack:1  iframe:587607
kafka_corr_id:1097  ack:0  iframe:604026
kafka_corr_id:1113  ack:0  iframe:609834
kafka_corr_id:1116  ack:0  iframe:610663
kafka_corr_id:1138  ack:1  iframe:625443
kafka_corr_id:1139  ack:0  iframe:627100
kafka_corr_id:1144  ack:0  iframe:627668
kafka_corr_id:1193  ack:0  iframe:659537
kafka_corr_id:1211  ack:1  iframe:663771
kafka_corr_id:1222  ack:0  iframe:669533
kafka_corr_id:1251  ack:0  iframe:680922
kafka_corr_id:1254  ack:0  iframe:691043
kafka_corr_id:1278  ack:0  iframe:702366
kafka_corr_id:1315  ack:0  iframe:702626
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:7
gaps_neg!!!  seq_gap_ned_count:1
frame stats  tcp_pair_key:192.168.110.51:1096-192.168.110.71:42602  frame_count:115  syn_count:1  fin_count:0  rst_count:0  isn:003581726555  "seq_gap_pos_count %":0.0603448  "seq_gap_neg_count %":0.00862069
kafka stats  kafka_count:113  kafka_len_tot:000000014350  tcp_payload_len_tot:000000015632  ind_client_id_n:0
kafka rsp without req!!  list  
kafka_corr_id:42  iframe:213716
kafka_corr_id:107  iframe:240069
kafka_corr_id:159  iframe:266865
kafka_corr_id:165  iframe:269338
kafka_corr_id:187  iframe:269821
kafka_corr_id:188  iframe:270046
kafka_corr_id:189  iframe:270178
kafka_corr_id:190  iframe:270284
kafka_corr_id:254  iframe:289626
kafka_corr_id:375  iframe:334140
kafka_corr_id:379  iframe:334753
kafka_corr_id:380  iframe:335122
kafka_corr_id:443  iframe:370946
kafka_corr_id:523  iframe:411865
kafka_corr_id:635  iframe:447861
kafka_corr_id:691  iframe:473121
kafka_corr_id:1070  iframe:586892
kafka_corr_id:1082  iframe:587282
kafka_corr_id:1092  iframe:603172
kafka_corr_id:1096  iframe:603585
kafka_corr_id:1097  iframe:603897
kafka_corr_id:1098  iframe:604200
kafka_corr_id:1101  iframe:604676
kafka_corr_id:1102  iframe:607637
kafka_corr_id:1110  iframe:609103
kafka_corr_id:1113  iframe:609559
kafka_corr_id:1114  iframe:610455
kafka_corr_id:1139  iframe:627021
kafka_corr_id:1145  iframe:651524
kafka_corr_id:1188  iframe:659245
kafka_corr_id:1193  iframe:659496
kafka_corr_id:1195  iframe:659804
kafka_corr_id:1196  iframe:663614
kafka_corr_id:1247  iframe:680664
kafka_corr_id:1253  iframe:681391
kafka_corr_id:1254  iframe:690971
kafka_corr_id:1270  iframe:700464
kafka_corr_id:1304  iframe:702342
kafka_corr_id:1314  iframe:702582
======================client to broker 
gaps_pos!!!  seq_gap_pos_count:170
frame stats  tcp_pair_key:192.168.110.71:42606-192.168.110.51:1096  frame_count:1550  syn_count:1  fin_count:0  rst_count:0  isn:000200032112  "seq_gap_pos_count %":0.109607  "seq_gap_neg_count %":0
kafka stats  kafka_count:115  kafka_len_tot:000061650164  tcp_payload_len_tot:000076291846  ind_client_id_n:1
kafka client_id list (req only) 
client_id_key:producer-13
kafka_non_ack_count:12  pct_non_ack!!!:0.103448
kafka req  list  
kafka_corr_id:6  ack:1  iframe:205016
kafka_corr_id:7  ack:1  iframe:205020
kafka_corr_id:8  ack:1  iframe:205441
kafka_corr_id:9  ack:1  iframe:205454
kafka_corr_id:10  ack:1  iframe:205471
kafka_corr_id:11  ack:1  iframe:205488
kafka_corr_id:12  ack:1  iframe:205494
kafka_corr_id:13  ack:1  iframe:205510
kafka_corr_id:14  ack:1  iframe:205519
kafka_corr_id:15  ack:1  iframe:205525
kafka_corr_id:16  ack:1  iframe:205605
kafka_corr_id:17  ack:1  iframe:205667
kafka_corr_id:18  ack:1  iframe:205779
kafka_corr_id:19  ack:1  iframe:206085
kafka_corr_id:35  ack:1  iframe:210301
kafka_corr_id:36  ack:1  iframe:210342
kafka_corr_id:45  ack:1  iframe:213634
kafka_corr_id:49  ack:1  iframe:214772
kafka_corr_id:66  ack:1  iframe:218928
kafka_corr_id:67  ack:0  iframe:222319
kafka_corr_id:69  ack:1  iframe:223009
kafka_corr_id:72  ack:1  iframe:228447
kafka_corr_id:167  ack:1  iframe:255409
kafka_corr_id:182  ack:1  iframe:257797
kafka_corr_id:186  ack:1  iframe:265072
kafka_corr_id:233  ack:1  iframe:280636
kafka_corr_id:237  ack:0  iframe:307727
kafka_corr_id:294  ack:1  iframe:308962
kafka_corr_id:295  ack:1  iframe:309011
kafka_corr_id:297  ack:1  iframe:309069
kafka_corr_id:338  ack:1  iframe:324532
kafka_corr_id:339  ack:1  iframe:324582
kafka_corr_id:340  ack:1  iframe:324737
kafka_corr_id:355  ack:1  iframe:327619
kafka_corr_id:364  ack:1  iframe:334095
kafka_corr_id:370  ack:1  iframe:338723
kafka_corr_id:374  ack:1  iframe:342328
kafka_corr_id:387  ack:1  iframe:346258
kafka_corr_id:388  ack:1  iframe:346338
kafka_corr_id:408  ack:1  iframe:353168
kafka_corr_id:410  ack:1  iframe:353272
kafka_corr_id:431  ack:1  iframe:357400
kafka_corr_id:432  ack:1  iframe:357589
kafka_corr_id:453  ack:1  iframe:366713
kafka_corr_id:494  ack:0  iframe:377772
kafka_corr_id:497  ack:1  iframe:378231
kafka_corr_id:575  ack:1  iframe:409956
kafka_corr_id:577  ack:1  iframe:410172
kafka_corr_id:640  ack:1  iframe:433939
kafka_corr_id:641  ack:1  iframe:440109
kafka_corr_id:657  ack:1  iframe:442418
kafka_corr_id:658  ack:0  iframe:476794
kafka_corr_id:772  ack:1  iframe:484457
kafka_corr_id:775  ack:0  iframe:485333
kafka_corr_id:785  ack:1  iframe:486765
kafka_corr_id:786  ack:1  iframe:486895
kafka_corr_id:788  ack:1  iframe:487184
kafka_corr_id:825  ack:1  iframe:504398
kafka_corr_id:826  ack:1  iframe:504419
kafka_corr_id:827  ack:1  iframe:504598
kafka_corr_id:838  ack:1  iframe:508245
kafka_corr_id:839  ack:1  iframe:508252
kafka_corr_id:840  ack:1  iframe:508259
kafka_corr_id:841  ack:1  iframe:508351
kafka_corr_id:858  ack:1  iframe:517361
kafka_corr_id:859  ack:1  iframe:517436
kafka_corr_id:860  ack:1  iframe:517505
kafka_corr_id:899  ack:1  iframe:539317
kafka_corr_id:900  ack:1  iframe:540054
kafka_corr_id:914  ack:1  iframe:543855
kafka_corr_id:937  ack:1  iframe:553323
kafka_corr_id:938  ack:1  iframe:553805
kafka_corr_id:939  ack:1  iframe:553989
kafka_corr_id:940  ack:1  iframe:554176
kafka_corr_id:972  ack:1  iframe:578566
kafka_corr_id:973  ack:1  iframe:578627
kafka_corr_id:985  ack:1  iframe:583890
kafka_corr_id:986  ack:1  iframe:584034
kafka_corr_id:990  ack:1  iframe:591019
kafka_corr_id:999  ack:1  iframe:593889
kafka_corr_id:1000  ack:1  iframe:597879
kafka_corr_id:1001  ack:0  iframe:606035
kafka_corr_id:1025  ack:1  iframe:611975
kafka_corr_id:1026  ack:1  iframe:612138
kafka_corr_id:1035  ack:1  iframe:622203
kafka_corr_id:1036  ack:1  iframe:622214
kafka_corr_id:1037  ack:1  iframe:622220
kafka_corr_id:1038  ack:1  iframe:622226
kafka_corr_id:1039  ack:1  iframe:622233
kafka_corr_id:1040  ack:1  iframe:622261
kafka_corr_id:1041  ack:1  iframe:622276
kafka_corr_id:1042  ack:1  iframe:622389
kafka_corr_id:1054  ack:1  iframe:632766
kafka_corr_id:1070  ack:1  iframe:634999
kafka_corr_id:1071  ack:1  iframe:636703
kafka_corr_id:1074  ack:1  iframe:636842
kafka_corr_id:1077  ack:1  iframe:637602
kafka_corr_id:1080  ack:1  iframe:641680
kafka_corr_id:1082  ack:1  iframe:642743
kafka_corr_id:1085  ack:0  iframe:643701
kafka_corr_id:1089  ack:0  iframe:645410
kafka_corr_id:1101  ack:1  iframe:645786
kafka_corr_id:1103  ack:1  iframe:647313
kafka_corr_id:1115  ack:1  iframe:650041
kafka_corr_id:1117  ack:1  iframe:650062
kafka_corr_id:1119  ack:1  iframe:650080
kafka_corr_id:1121  ack:1  iframe:650497
kafka_corr_id:1122  ack:1  iframe:650521
kafka_corr_id:1135  ack:0  iframe:660495
kafka_corr_id:1141  ack:0  iframe:660754
kafka_corr_id:1171  ack:0  iframe:670535
kafka_corr_id:1176  ack:0  iframe:671155
kafka_corr_id:1196  ack:1  iframe:677819
kafka_corr_id:1197  ack:1  iframe:677873
kafka_corr_id:1202  ack:1  iframe:686047
=============broker to client 
gaps_pos!!!  seq_gap_pos_count:6
